0.000522,0.000389
0.000384,0.000304
0.000277,0.000218
0.000215,0.000183
0.000181,0.000158
0.000166,0.000138
0.000149,0.000121
0.000139,0.000110
0.000134,0.000103
0.000133,0.000101
0.000129,0.000103
0.000131,0.000110
0.000153,0.000123
0.000196,0.000141
0.000255,0.000159
0.000344,0.000181
0.000455,0.000206
0.000540,0.000232
0.000584,0.000243
0.000607,0.000249
0.000624,0.000253
0.000641,0.000259
0.000668,0.000273
0.000710,0.000295
0.000762,0.000323
0.000821,0.000356
0.000885,0.000367
0.000926,0.000373
0.000965,0.000380
0.001008,0.000390
0.001061,0.000401
0.001127,0.000415
0.001209,0.000440
0.001305,0.000481
0.001413,0.000523
0.001532,0.000559
0.001661,0.000594
0.001804,0.000635
0.001949,0.000692
0.002089,0.000756
0.002254,0.000822
0.002429,0.000888
0.002636,0.000951
0.002875,0.001026
0.003139,0.001118
0.003418,0.001231
0.003714,0.001357
0.004033,0.001490
0.004381,0.001636
0.004766,0.001804
0.005136,0.001992
0.005524,0.002207
0.005939,0.002415
0.006351,0.002620
0.006754,0.002813
0.007189,0.003022
0.007689,0.003275
0.008320,0.003599
0.009084,0.004002
0.010040,0.004469
0.010943,0.004984
0.011680,0.005481
0.012592,0.005983
0.013699,0.006557
0.014981,0.007219
0.016404,0.007993
0.017892,0.008896
0.019497,0.009948
0.021322,0.011162
0.023359,0.012540
0.025556,0.014081
0.027961,0.015770
0.030517,0.017537
0.033290,0.019528
0.036264,0.021753
0.039482,0.024265
0.042913,0.027089
0.046627,0.030202
0.050663,0.033670
0.055090,0.037470
0.059942,0.041628
0.065252,0.046210
0.070972,0.051234
0.077204,0.056797
0.083852,0.062902
0.091053,0.069618
0.098875,0.077205
0.107353,0.085467
0.116732,0.094780
0.127197,0.105023
0.139237,0.116733
0.153157,0.130814
0.166960,0.148153
0.182008,0.165051
0.198411,0.183875
0.216292,0.204847
0.235786,0.228211
0.257035,0.254239
0.280201,0.283236
0.305453,0.315540
0.332982,0.351529
0.362992,0.391622
0.395706,0.436288
0.431369,0.486048
0.470245,0.541484
0.512626,0.603242
0.558826,0.672044
0.609189,0.748693
0.664092,0.834085
0.723942,0.929215
1.000000,1.000000
