0.001272,0.001455,0.001466,0.001543,0.001646,0.001699,0.001928,0.002021,0.002304,0.002623,0.002872,0.003273,0.003426,0.003614,0.003892,0.003990,0.004437,0.004533,0.004976,0.005478,0.005740,0.006430,0.006892,0.007396,0.008319,0.008612,0.009559,0.009872,0.010627,0.011738,0.012584,0.014269,0.015542,0.017128,0.019324,0.021245,0.024287,0.026582,0.029843,0.033700,0.000464,0.000534,0.000548,0.000587,0.000635,0.000652,0.000734,0.000756,0.000827,0.000930,0.001013,0.001187,0.001266,0.001367,0.001530,0.001608,0.001862,0.001958,0.002237,0.002569,0.002780,0.003258,0.003636,0.004007,0.004716,0.004967,0.005822,0.006279,0.006882,0.007978,0.008498,0.010041,0.010727,0.011631,0.013359,0.014244,0.017031,0.018559,0.020770,0.024659
0.001441,0.001451,0.001527,0.001630,0.001682,0.001908,0.002001,0.002281,0.002596,0.002840,0.003237,0.003385,0.003571,0.003841,0.003938,0.004375,0.004470,0.004901,0.005396,0.005654,0.006333,0.006788,0.007285,0.008194,0.008483,0.009416,0.009724,0.010468,0.011562,0.012395,0.014055,0.015309,0.016871,0.019034,0.020926,0.023923,0.026184,0.029395,0.033194,0.036922,0.000526,0.000540,0.000578,0.000625,0.000643,0.000723,0.000745,0.000814,0.000916,0.000997,0.001168,0.001246,0.001345,0.001504,0.001580,0.001830,0.001925,0.002197,0.002523,0.002730,0.003199,0.003571,0.003935,0.004631,0.004877,0.005717,0.006166,0.006759,0.007835,0.008346,0.009860,0.010534,0.011422,0.013119,0.013987,0.016724,0.018225,0.020397,0.024216,0.026597
0.001437,0.001512,0.001613,0.001666,0.001889,0.001981,0.002258,0.002570,0.002809,0.003201,0.003345,0.003528,0.003791,0.003887,0.004313,0.004407,0.004828,0.005315,0.005570,0.006238,0.006687,0.007176,0.008071,0.008356,0.009274,0.009578,0.010311,0.011389,0.012209,0.013844,0.015080,0.016618,0.018749,0.020613,0.023564,0.025791,0.028955,0.032696,0.036405,0.041155,0.000532,0.000570,0.000616,0.000633,0.000712,0.000734,0.000802,0.000903,0.000982,0.001150,0.001226,0.001324,0.001478,0.001554,0.001799,0.001892,0.002157,0.002478,0.002681,0.003141,0.003506,0.003864,0.004548,0.004789,0.005614,0.006055,0.006637,0.007694,0.008195,0.009683,0.010344,0.011216,0.012883,0.013736,0.016423,0.017897,0.020029,0.023780,0.026144,0.032457
0.001497,0.001597,0.001649,0.001870,0.001961,0.002235,0.002545,0.002778,0.003166,0.003305,0.003486,0.003742,0.003836,0.004253,0.004346,0.004756,0.005236,0.005486,0.006145,0.006586,0.007068,0.007950,0.008231,0.009135,0.009434,0.010156,0.011218,0.012026,0.013637,0.014853,0.016369,0.018467,0.020303,0.023210,0.025404,0.028520,0.032206,0.035895,0.040620,0.045209,0.000561,0.000607,0.000623,0.000701,0.000723,0.000790,0.000889,0.000968,0.001131,0.001207,0.001303,0.001453,0.001527,0.001769,0.001860,0.002118,0.002433,0.002633,0.003085,0.003443,0.003795,0.004466,0.004703,0.005513,0.005946,0.006517,0.007555,0.008048,0.009509,0.010158,0.011014,0.012651,0.013488,0.016128,0.017575,0.019669,0.023352,0.025700,0.031905,0.035474
0.001581,0.001633,0.001852,0.001942,0.002213,0.002519,0.002748,0.003131,0.003265,0.003444,0.003693,0.003786,0.004194,0.004285,0.004684,0.005157,0.005404,0.006053,0.006487,0.006962,0.007831,0.008107,0.008998,0.009293,0.010004,0.011050,0.011846,0.013432,0.014631,0.016123,0.018190,0.019999,0.022862,0.025023,0.028092,0.031723,0.035392,0.040092,0.044621,0.049998,0.000597,0.000614,0.000691,0.000712,0.000778,0.000876,0.000953,0.001113,0.001187,0.001282,0.001428,0.001501,0.001739,0.001828,0.002080,0.002389,0.002586,0.003029,0.003381,0.003727,0.004386,0.004619,0.005414,0.005839,0.006400,0.007419,0.007903,0.009337,0.009975,0.010816,0.012423,0.013246,0.015838,0.017259,0.019315,0.022931,0.025263,0.031363,0.034906,0.039859
0.001616,0.001833,0.001922,0.002191,0.002494,0.002717,0.003097,0.003226,0.003403,0.003645,0.003737,0.004135,0.004225,0.004614,0.005080,0.005323,0.005962,0.006390,0.006858,0.007713,0.007986,0.008863,0.009153,0.009854,0.010884,0.011668,0.013230,0.014411,0.015881,0.017918,0.019699,0.022519,0.024648,0.027671,0.031247,0.034897,0.039571,0.044041,0.049398,0.055630,0.000605,0.000681,0.000701,0.000766,0.000863,0.000939,0.001095,0.001168,0.001261,0.001404,0.001476,0.001709,0.001797,0.002043,0.002346,0.002539,0.002975,0.003320,0.003659,0.004307,0.004535,0.005316,0.005734,0.006285,0.007286,0.007761,0.009169,0.009796,0.010621,0.012199,0.013007,0.015552,0.016948,0.018967,0.022519,0.024834,0.030830,0.034348,0.039262,0.047044
0.001815,0.001903,0.002169,0.002469,0.002687,0.003063,0.003187,0.003362,0.003598,0.003688,0.004077,0.004166,0.004545,0.005004,0.005243,0.005872,0.006294,0.006755,0.007598,0.007866,0.008730,0.009016,0.009706,0.010721,0.011493,0.013032,0.014195,0.015643,0.017649,0.019403,0.022182,0.024278,0.027256,0.030778,0.034408,0.039057,0.043469,0.048805,0.055018,0.062231,0.000670,0.000691,0.000755,0.000850,0.000925,0.001078,0.001150,0.001241,0.001380,0.001451,0.001680,0.001767,0.002006,0.002304,0.002493,0.002921,0.003261,0.003594,0.004229,0.004454,0.005221,0.005631,0.006172,0.007154,0.007621,0.009004,0.009619,0.010430,0.011980,0.012773,0.015273,0.016643,0.018626,0.022113,0.024411,0.030306,0.033798,0.038673,0.046338,0.051024
0.001884,0.002147,0.002444,0.002658,0.003029,0.003149,0.003322,0.003551,0.003640,0.004020,0.004107,0.004477,0.004928,0.005164,0.005784,0.006200,0.006653,0.007484,0.007748,0.008599,0.008881,0.009560,0.010560,0.011321,0.012837,0.013982,0.015409,0.017384,0.019112,0.021849,0.023914,0.026847,0.030316,0.033927,0.038549,0.042903,0.048220,0.054413,0.061608,0.070051,0.000680,0.000744,0.000837,0.000911,0.001061,0.001131,0.001221,0.001357,0.001426,0.001651,0.001736,0.001970,0.002263,0.002449,0.002869,0.003202,0.003529,0.004153,0.004374,0.005127,0.005529,0.006061,0.007026,0.007484,0.008842,0.009446,0.010242,0.011764,0.012543,0.014998,0.016344,0.018290,0.021715,0.023996,0.029790,0.033258,0.038093,0.045643,0.050310,0.061505
0.002126,0.002420,0.002629,0.002996,0.003111,0.003282,0.003505,0.003593,0.003964,0.004050,0.004409,0.004855,0.005087,0.005698,0.006107,0.006554,0.007371,0.007632,0.008470,0.008748,0.009417,0.010401,0.011151,0.012644,0.013772,0.015177,0.017123,0.018826,0.021521,0.023555,0.026444,0.029862,0.033452,0.038048,0.042346,0.047641,0.053814,0.060992,0.069421,0.079082,0.000732,0.000824,0.000897,0.001044,0.001113,0.001202,0.001334,0.001402,0.001623,0.001707,0.001935,0.002222,0.002404,0.002817,0.003144,0.003465,0.004078,0.004295,0.005034,0.005430,0.005952,0.006899,0.007349,0.008683,0.009276,0.010058,0.011552,0.012317,0.014728,0.016049,0.017961,0.021324,0.023589,0.029284,0.032725,0.037521,0.044959,0.049605,0.060705,0.065897
0.002396,0.002600,0.002963,0.003074,0.003242,0.003460,0.003546,0.003908,0.003993,0.004343,0.004782,0.005010,0.005612,0.006015,0.006455,0.007261,0.007517,0.008343,0.008617,0.009276,0.010245,0.010984,0.012454,0.013566,0.014950,0.016866,0.018543,0.021198,0.023202,0.026048,0.029414,0.032983,0.037553,0.041795,0.047069,0.053222,0.060382,0.068796,0.078370,0.089456,0.000812,0.000884,0.001027,0.001095,0.001182,0.001311,0.001378,0.001596,0.001678,0.001900,0.002182,0.002361,0.002766,0.003088,0.003403,0.004005,0.004218,0.004944,0.005332,0.005844,0.006775,0.007217,0.008527,0.009109,0.009877,0.011344,0.012096,0.014463,0.015760,0.017638,0.020940,0.023188,0.028786,0.032202,0.036958,0.044284,0.048911,0.059916,0.065106,0.073505
